comuna,ica,fecha,id
comuna 10,62,2024-01-30,37423
comuna 2,43,2024-06-25,13829
comuna 9,35,2024-06-25,27216
comuna 5,94,2024-06-25,43648
comuna 10,83,2024-01-30,25390
comuna 6,95,2024-01-30,27805
comuna 8,15,2024-06-23,29692
comuna 3,50,2024-06-25,281
comuna 3,34,2024-06-25,13153
comuna 16,74,2024-07-31,19812
comuna 7,10,2024-06-23,49916
comuna 12,100,2024-06-23,37287
comuna 8,60,2024-01-30,34334
comuna 8,88,2024-06-25,47655
comuna 1,80,2024-01-30,17647
comuna 15,62,2024-06-25,15997
comuna 9,53,2024-01-30,6040
comuna 14,44,2024-07-31,6034
comuna 14,53,2024-07-31,24130
comuna 4,59,2024-06-25,4798
comuna 1,29,2024-06-25,11391
comuna 9,42,2024-06-23,3478
comuna 4,79,2024-06-25,33034
comuna 11,23,2024-01-30,32058
comuna 7,60,2024-06-25,21604
comuna 7,58,2024-01-30,31726
comuna 10,28,2024-01-30,19538
comuna 1,61,2024-06-23,61
comuna 7,85,2024-01-30,12863
comuna 12,90,2024-06-25,40243
comuna 10,80,2024-06-23,22617
comuna 1,54,2024-01-30,47323
comuna 7,62,2024-06-25,6598
comuna 6,96,2024-06-25,27558
comuna 10,44,2024-06-25,35674
comuna 16,100,2024-06-25,36828
comuna 4,63,2024-01-30,27262
comuna 13,10,2024-01-30,46777
comuna 3,86,2024-07-31,44425
comuna 11,72,2024-07-31,11892
comuna 13,48,2024-01-30,47022
comuna 2,63,2024-01-30,41184
comuna 11,23,2024-01-30,9680
comuna 2,40,2024-01-30,9200
comuna 7,23,2024-06-25,45445
comuna 8,84,2024-01-30,32864
comuna 16,16,2024-01-30,34073
comuna 1,50,2024-06-23,48961
comuna 1,82,2024-01-30,19420
comuna 7,80,2024-01-30,18876
comuna 13,61,2024-07-31,26660
comuna 14,41,2024-06-23,28112
comuna 8,58,2024-01-30,45262
comuna 9,65,2024-06-25,33930
comuna 16,95,2024-07-31,25570
comuna 5,51,2024-01-30,5576
comuna 3,33,2024-01-30,6927
comuna 12,62,2024-06-25,18861
comuna 15,87,2024-01-30,25585
comuna 16,75,2024-06-23,1414
comuna 11,64,2024-06-23,20233
comuna 3,38,2024-06-25,27143
comuna 5,68,2024-01-30,34749
comuna 14,45,2024-06-25,17287
comuna 16,63,2024-01-30,14368
comuna 13,17,2024-07-31,23677
comuna 8,36,2024-01-30,39851
comuna 10,39,2024-01-30,32641
comuna 1,49,2024-06-23,44614
comuna 9,94,2024-01-30,43395
comuna 10,48,2024-06-23,12616
comuna 4,20,2024-07-31,31580
comuna 16,61,2024-01-30,34379
comuna 4,44,2024-06-23,28685
comuna 12,44,2024-06-25,22865
comuna 15,55,2024-01-30,3074
comuna 4,58,2024-06-25,14782
comuna 16,47,2024-07-31,13081
comuna 3,60,2024-06-25,35374
comuna 9,34,2024-01-30,40036
comuna 4,95,2024-06-25,32070
comuna 7,96,2024-01-30,45171
comuna 1,80,2024-06-25,9256
comuna 6,88,2024-06-25,3275
comuna 7,13,2024-07-31,26324
comuna 4,41,2024-06-23,24580
comuna 9,45,2024-01-30,44624
comuna 7,32,2024-07-31,480
comuna 4,40,2024-06-25,32175
comuna 12,72,2024-06-23,11940
comuna 13,70,2024-06-23,18534
comuna 2,88,2024-07-31,42087
comuna 12,40,2024-07-31,28723
comuna 16,27,2024-07-31,13515
comuna 6,20,2024-06-25,41601
comuna 5,19,2024-06-25,33893
comuna 12,86,2024-06-25,43233
comuna 5,30,2024-06-25,460
comuna 8,75,2024-06-25,20461
comuna 6,69,2024-01-30,45181
comuna 6,38,2024-07-31,35614
comuna 10,91,2024-07-31,47169
comuna 16,98,2024-01-30,36050
comuna 6,78,2024-06-23,10694
comuna 3,80,2024-01-30,15831
comuna 6,58,2024-01-30,28212
comuna 11,71,2024-06-23,394
comuna 13,66,2024-06-25,33061
comuna 16,67,2024-06-23,8603
comuna 9,88,2024-06-25,24456
comuna 1,91,2024-06-25,44148
comuna 9,36,2024-07-31,16231
comuna 14,37,2024-06-23,45889
comuna 11,21,2024-01-30,45223
comuna 11,83,2024-07-31,9103
comuna 11,78,2024-06-25,29982
comuna 8,60,2024-06-25,23535
comuna 4,46,2024-07-31,18236
comuna 13,70,2024-07-31,44933
comuna 6,45,2024-07-31,39337
comuna 6,73,2024-01-30,27054
comuna 14,87,2024-06-23,15704
comuna 2,27,2024-07-31,48322
comuna 16,75,2024-06-25,13085
comuna 7,64,2024-06-25,4037
comuna 16,27,2024-07-31,34689
comuna 11,55,2024-06-25,19160
comuna 11,65,2024-06-25,6123
comuna 1,49,2024-06-23,7833
comuna 12,26,2024-06-23,40319
comuna 3,21,2024-07-31,29285
comuna 4,63,2024-07-31,36160
comuna 16,82,2024-01-30,43489
comuna 8,91,2024-06-23,43803
comuna 9,14,2024-01-30,41166
comuna 4,46,2024-07-31,35463
comuna 3,38,2024-06-23,45572
comuna 5,19,2024-01-30,9309
comuna 6,24,2024-06-25,44416
comuna 13,22,2024-01-30,264
comuna 11,60,2024-06-23,12108
comuna 5,59,2024-06-23,25471
comuna 2,54,2024-07-31,7737
comuna 11,96,2024-01-30,9191
comuna 11,62,2024-01-30,6773
comuna 13,64,2024-07-31,1730
comuna 3,83,2024-06-23,9922
comuna 12,12,2024-06-25,25411
comuna 12,96,2024-06-23,2005
comuna 1,12,2024-01-30,47870
comuna 1,28,2024-06-25,45825
comuna 8,23,2024-07-31,33762
comuna 5,12,2024-01-30,1107
comuna 16,52,2024-06-23,49889
comuna 16,82,2024-06-23,22967
comuna 15,56,2024-07-31,46543
comuna 5,23,2024-01-30,31139
comuna 2,62,2024-06-25,33518
comuna 3,10,2024-01-30,45291
comuna 16,88,2024-07-31,40440
comuna 1,18,2024-07-31,5433
comuna 11,76,2024-06-25,9965
comuna 9,33,2024-06-23,25667
comuna 2,46,2024-07-31,31716
comuna 5,85,2024-06-23,7504
comuna 1,33,2024-07-31,16034
comuna 5,100,2024-06-25,23367
comuna 2,84,2024-01-30,13035
comuna 7,87,2024-06-25,41029
comuna 11,98,2024-07-31,23156
comuna 9,56,2024-06-25,1362
comuna 7,99,2024-06-25,30936
comuna 8,92,2024-07-31,38054
comuna 2,30,2024-01-30,49652
comuna 3,100,2024-06-23,21254
comuna 11,43,2024-01-30,34943
comuna 7,23,2024-01-30,47333
comuna 6,63,2024-06-23,14314
comuna 11,63,2024-01-30,32800
comuna 6,44,2024-07-31,28749
comuna 9,58,2024-01-30,43603
comuna 10,49,2024-06-25,42404
comuna 1,85,2024-07-31,11504
comuna 4,28,2024-06-25,43841
comuna 16,15,2024-01-30,48458
comuna 8,15,2024-06-25,4373
comuna 16,67,2024-01-30,14214
comuna 7,26,2024-07-31,8452
comuna 6,56,2024-06-25,40226
comuna 9,56,2024-07-31,11605
comuna 11,18,2024-07-31,33993
comuna 2,15,2024-01-30,39362
comuna 2,40,2024-06-25,39246
comuna 12,29,2024-07-31,2206
comuna 14,35,2024-06-25,42767
comuna 3,12,2024-06-25,19110
comuna 6,37,2024-07-31,29918
comuna 2,57,2024-07-31,43004
comuna 6,67,2024-06-25,10575
comuna 1,49,2024-06-23,48881
comuna 2,16,2024-06-23,10068
comuna 12,70,2024-07-31,9196
comuna 5,67,2024-06-23,27746
comuna 8,80,2024-06-23,7394
comuna 5,56,2024-06-25,31826
comuna 9,65,2024-01-30,47406
comuna 2,89,2024-06-23,34676
comuna 15,92,2024-01-30,19767
comuna 15,29,2024-06-23,49486
comuna 8,59,2024-01-30,2874
comuna 14,27,2024-06-25,40876
comuna 16,59,2024-06-25,24573
comuna 10,55,2024-01-30,28185
comuna 5,89,2024-01-30,7959
comuna 6,96,2024-01-30,27290
comuna 16,72,2024-07-31,34909
comuna 3,42,2024-01-30,19955
comuna 16,63,2024-06-25,5886
comuna 14,90,2024-06-23,36683
comuna 3,69,2024-01-30,36000
comuna 3,82,2024-07-31,19126
comuna 10,24,2024-06-25,12108
comuna 15,12,2024-07-31,4929
comuna 9,12,2024-06-23,26377
comuna 13,71,2024-01-30,19356
comuna 6,33,2024-06-23,26932
comuna 6,72,2024-01-30,48038
comuna 15,67,2024-01-30,619
comuna 14,90,2024-01-30,20375
comuna 7,26,2024-01-30,2388
comuna 7,48,2024-06-25,20146
comuna 7,24,2024-01-30,38500
comuna 9,99,2024-06-23,6727
comuna 3,21,2024-07-31,33787
comuna 12,51,2024-07-31,20329
comuna 16,45,2024-06-23,13840
comuna 7,11,2024-07-31,24489
comuna 15,80,2024-06-23,26608
comuna 11,52,2024-01-30,24965
comuna 8,91,2024-06-25,18072
comuna 4,95,2024-06-23,30825
comuna 4,76,2024-06-25,38079
comuna 15,56,2024-01-30,46949
comuna 10,93,2024-06-25,35516
comuna 2,69,2024-06-25,18615
comuna 5,18,2024-06-25,46023
comuna 6,75,2024-06-25,38045
comuna 2,95,2024-06-23,4352
comuna 9,52,2024-06-23,28696
comuna 14,89,2024-01-30,28027
comuna 6,61,2024-07-31,25269
comuna 9,19,2024-07-31,4855
comuna 6,69,2024-06-25,38575
comuna 15,21,2024-01-30,31138
comuna 1,93,2024-06-23,24099
comuna 1,100,2024-06-25,39095
comuna 13,65,2024-07-31,22672
comuna 13,86,2024-07-31,706
comuna 11,36,2024-06-23,46239
comuna 8,95,2024-01-30,28172
comuna 14,51,2024-07-31,41356
comuna 1,50,2024-07-31,15996
comuna 11,92,2024-06-23,15123
comuna 14,41,2024-01-30,32799
comuna 9,45,2024-07-31,23351
comuna 12,76,2024-06-23,8138
comuna 10,58,2024-07-31,16479
comuna 6,63,2024-07-31,844
comuna 4,15,2024-06-23,21014
comuna 1,43,2024-06-23,42356
comuna 1,84,2024-01-30,8474
comuna 10,40,2024-07-31,7082
comuna 9,63,2024-07-31,31065
comuna 8,17,2024-01-30,39789
comuna 14,32,2024-07-31,35716
comuna 4,63,2024-01-30,27229
comuna 3,41,2024-06-23,24219
comuna 15,49,2024-06-23,21247
comuna 15,41,2024-06-25,12588
comuna 2,41,2024-06-23,18325
comuna 15,47,2024-07-31,16716
comuna 7,20,2024-06-23,20158
comuna 16,79,2024-06-23,49778
comuna 16,70,2024-06-25,5715
comuna 7,17,2024-06-23,7504
comuna 15,90,2024-06-23,17758
comuna 4,21,2024-06-23,35396
comuna 15,90,2024-07-31,15392
comuna 2,63,2024-07-31,38561
comuna 4,35,2024-06-23,46505
comuna 5,59,2024-01-30,314
comuna 8,41,2024-07-31,10842
comuna 13,58,2024-07-31,37289
comuna 10,55,2024-06-23,28753
comuna 8,30,2024-06-25,26209
comuna 11,56,2024-06-25,23220
comuna 9,17,2024-06-23,21261
comuna 9,43,2024-06-23,20103
comuna 3,61,2024-01-30,16180
comuna 2,55,2024-07-31,10720
comuna 7,86,2024-06-23,31740
comuna 9,32,2024-01-30,14532
comuna 8,51,2024-01-30,47832
comuna 13,75,2024-01-30,14873
comuna 8,10,2024-07-31,41176
comuna 12,71,2024-06-25,30431
comuna 7,15,2024-07-31,1352
comuna 1,11,2024-06-23,32323
comuna 11,50,2024-06-25,21853
comuna 11,77,2024-06-23,19021
comuna 2,33,2024-07-31,39752
comuna 7,88,2024-07-31,18435
comuna 2,46,2024-06-23,46901
comuna 8,35,2024-06-23,17702
comuna 6,19,2024-01-30,41118
comuna 12,21,2024-07-31,28995
comuna 7,36,2024-07-31,16693
comuna 10,51,2024-06-25,7546
comuna 15,80,2024-01-30,40708
comuna 14,76,2024-01-30,1780
comuna 11,18,2024-06-23,39838
comuna 4,21,2024-07-31,14797
comuna 14,78,2024-07-31,37201
comuna 13,24,2024-06-23,13197
comuna 8,78,2024-06-23,29922
comuna 15,50,2024-07-31,34676
comuna 15,92,2024-07-31,28811
comuna 12,86,2024-06-23,6671
comuna 13,48,2024-01-30,12276
comuna 14,18,2024-01-30,43147
comuna 11,20,2024-07-31,16543
comuna 8,49,2024-06-23,8063
comuna 8,98,2024-07-31,1105
comuna 16,45,2024-07-31,42295
comuna 13,81,2024-06-25,35108
comuna 15,33,2024-06-25,6494
comuna 1,33,2024-06-23,9168
comuna 6,45,2024-06-25,35965
comuna 11,88,2024-06-23,5142
comuna 5,91,2024-06-23,19255
comuna 7,61,2024-01-30,42178
comuna 14,65,2024-01-30,23178
comuna 7,78,2024-01-30,42053
comuna 10,73,2024-06-23,31958
comuna 14,61,2024-06-25,34131
comuna 16,59,2024-01-30,26776
comuna 15,29,2024-06-25,24236
comuna 6,50,2024-06-23,33249
comuna 4,91,2024-06-25,5819
comuna 16,65,2024-06-25,46664
comuna 2,51,2024-06-25,3558
comuna 6,39,2024-01-30,23977
comuna 13,55,2024-01-30,49580
comuna 9,39,2024-06-25,41103
comuna 14,62,2024-07-31,28451
comuna 16,57,2024-06-25,40586
comuna 5,89,2024-06-23,15272
comuna 12,18,2024-07-31,1025
comuna 13,27,2024-06-25,46402
comuna 10,59,2024-06-23,22275
comuna 16,12,2024-06-25,32213
comuna 5,54,2024-01-30,11773
comuna 15,51,2024-06-25,9706
comuna 6,32,2024-01-30,10236
comuna 5,32,2024-06-25,25531
comuna 1,81,2024-01-30,48047
comuna 9,82,2024-01-30,34968
comuna 4,48,2024-01-30,45172
comuna 2,13,2024-06-25,40630
comuna 14,35,2024-06-23,5714
comuna 13,70,2024-06-23,32674
comuna 1,37,2024-07-31,38888
comuna 1,68,2024-06-23,14143
comuna 12,53,2024-01-30,23196
comuna 15,50,2024-06-23,8071
comuna 4,44,2024-06-23,5169
comuna 7,84,2024-06-25,11238
comuna 11,93,2024-06-25,36211
comuna 2,25,2024-07-31,28949
comuna 1,36,2024-01-30,8395
comuna 10,77,2024-07-31,1697
comuna 16,75,2024-06-23,42469
comuna 12,16,2024-06-23,31831
comuna 11,12,2024-06-25,14651
comuna 2,12,2024-06-25,10166
comuna 12,78,2024-06-23,2247
comuna 16,85,2024-07-31,31744
comuna 6,47,2024-07-31,25813
comuna 12,89,2024-01-30,14498
comuna 12,38,2024-06-23,24477
comuna 12,83,2024-01-30,27451
comuna 3,27,2024-07-31,16300
comuna 9,32,2024-06-23,19362
comuna 11,81,2024-06-23,15828
comuna 16,91,2024-01-30,27824
comuna 10,26,2024-06-23,13991
comuna 5,61,2024-06-25,48633
comuna 3,42,2024-06-25,10221
comuna 12,10,2024-06-25,9321
comuna 12,98,2024-06-25,41447
comuna 7,85,2024-06-23,22743
comuna 8,70,2024-06-25,11130
comuna 14,11,2024-01-30,47294
comuna 14,32,2024-06-25,8883
comuna 10,54,2024-06-23,25178
comuna 3,78,2024-06-25,10036
comuna 3,41,2024-07-31,1848
comuna 1,61,2024-06-23,32338
comuna 9,16,2024-06-23,19115
comuna 12,14,2024-06-25,35257
comuna 10,44,2024-07-31,43606
comuna 13,65,2024-06-23,6423
comuna 9,51,2024-06-25,35258
comuna 13,38,2024-01-30,578
comuna 9,92,2024-01-30,42353
comuna 15,24,2024-01-30,20504
comuna 14,20,2024-01-30,17406
comuna 13,69,2024-01-30,10236
comuna 14,16,2024-07-31,17278
comuna 8,43,2024-07-31,10099
comuna 15,98,2024-07-31,289
comuna 10,60,2024-07-31,38001
comuna 13,61,2024-07-31,42141
comuna 4,13,2024-06-25,21872
comuna 8,92,2024-06-23,7806
comuna 16,80,2024-06-25,29636
comuna 14,25,2024-06-23,40723
comuna 13,73,2024-06-23,31549
comuna 12,86,2024-06-25,15626
comuna 14,49,2024-07-31,6654
comuna 4,100,2024-06-25,30966
comuna 6,76,2024-06-23,48289
comuna 3,100,2024-06-25,8576
comuna 2,41,2024-01-30,30520
comuna 14,57,2024-01-30,43378
comuna 4,92,2024-01-30,33566
comuna 12,43,2024-06-25,45278
comuna 9,29,2024-06-23,15631
comuna 2,81,2024-06-25,35942
comuna 1,41,2024-07-31,770
comuna 12,81,2024-01-30,20123
comuna 10,26,2024-01-30,43746
comuna 13,21,2024-01-30,7268
comuna 12,11,2024-06-23,33971
comuna 11,100,2024-01-30,5500
comuna 8,75,2024-06-23,9865
